"","USUBJID","SPREFID","DOSDUR","ROUTE","LBTESTCD","LBCAT","LBORRES","LBORRESU","LBDY","LBMETHOD","LBSPEC","SEX","INITBW","SPECIES","STRAIN","TRTV","START_YEAR","AGE","AGEU","anesthetics"
"1369","Study-18-0003","Study-18","13 week","INTRAGASTRIC","BW_D1","",190,"g",1,"","","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1370","Study-18-0003","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.18,"mmol/l",30,"iBroker:P","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1371","Study-18-0004","Study-18","13 week","INTRAGASTRIC","BW_D28","",277,"g",28,"","","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1372","Study-18-0004","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",3.7,"mmol/l",30,"iBroker:K","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1373","Study-18-0004","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",146,"mmol/l",30,"iBroker:Na","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1374","Study-18-0004","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.33,"mmol/l",30,"iBroker:Ca","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1375","Study-18-0004","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.47,"T/l",30,"iBroker:ERY","PLASMA","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1376","Study-18-0004","Study-18","13 week","INTRAGASTRIC","BW_D1","",196,"g",1,"","","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1377","Study-18-0004","Study-18","13 week","INTRAGASTRIC","BW_D14","",245,"g",14,"","","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1378","Study-18-0004","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.18,"mmol/l",30,"iBroker:P","SERUM","M",196,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1379","Study-18-0005","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.8,"mmol/l",30,"iBroker:K","SERUM","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1380","Study-18-0005","Study-18","13 week","INTRAGASTRIC","BW_D28","",277,"g",28,"","","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1381","Study-18-0005","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.91,"mmol/l",30,"iBroker:P","SERUM","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1382","Study-18-0005","Study-18","13 week","INTRAGASTRIC","BW_D1","",189,"g",1,"","","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1383","Study-18-0005","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.25,"T/l",30,"iBroker:ERY","PLASMA","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1384","Study-18-0005","Study-18","13 week","INTRAGASTRIC","BW_D14","",239,"g",14,"","","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1385","Study-18-0005","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.63,"mmol/l",30,"iBroker:Ca","SERUM","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1386","Study-18-0005","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",30,"iBroker:Na","SERUM","M",189,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1387","Study-18-0006","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.33,"T/l",30,"iBroker:ERY","PLASMA","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1388","Study-18-0006","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",30,"iBroker:Na","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1389","Study-18-0006","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.3,"mmol/l",30,"iBroker:K","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1390","Study-18-0006","Study-18","13 week","INTRAGASTRIC","BW_D14","",275,"g",14,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1391","Study-18-0006","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.59,"mmol/l",30,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1392","Study-18-0006","Study-18","13 week","INTRAGASTRIC","BW_D28","",315,"g",28,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1393","Study-18-0006","Study-18","13 week","INTRAGASTRIC","BW_D1","",206,"g",1,"","","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1394","Study-18-0006","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.24,"mmol/l",30,"iBroker:P","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1395","Study-18-0007","Study-18","13 week","INTRAGASTRIC","BW_D1","",200,"g",1,"","","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1396","Study-18-0007","Study-18","13 week","INTRAGASTRIC","BW_D28","",295,"g",28,"","","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1397","Study-18-0007","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",7.98,"T/l",30,"iBroker:ERY","PLASMA","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1398","Study-18-0007","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",30,"iBroker:Na","SERUM","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1399","Study-18-0007","Study-18","13 week","INTRAGASTRIC","BW_D14","",258,"g",14,"","","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1400","Study-18-0007","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.49,"mmol/l",30,"iBroker:Ca","SERUM","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1401","Study-18-0007","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.83,"mmol/l",30,"iBroker:P","SERUM","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1402","Study-18-0007","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.5,"mmol/l",30,"iBroker:K","SERUM","M",200,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1403","Study-18-0008","Study-18","13 week","INTRAGASTRIC","BW_D1","",182,"g",1,"","","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1404","Study-18-0008","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.03,"T/l",30,"iBroker:ERY","PLASMA","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1405","Study-18-0008","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.93,"mmol/l",30,"iBroker:P","SERUM","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1406","Study-18-0008","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.8,"mmol/l",30,"iBroker:K","SERUM","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1407","Study-18-0008","Study-18","13 week","INTRAGASTRIC","BW_D14","",259,"g",14,"","","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1408","Study-18-0008","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.59,"mmol/l",30,"iBroker:Ca","SERUM","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1409","Study-18-0008","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",30,"iBroker:Na","SERUM","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1410","Study-18-0008","Study-18","13 week","INTRAGASTRIC","BW_D28","",299,"g",28,"","","M",182,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1411","Study-18-0009","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.3,"mmol/l",30,"iBroker:K","SERUM","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1412","Study-18-0009","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.1,"T/l",30,"iBroker:ERY","PLASMA","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1413","Study-18-0009","Study-18","13 week","INTRAGASTRIC","BW_D28","",282,"g",28,"","","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1414","Study-18-0009","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.87,"mmol/l",30,"iBroker:P","SERUM","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1415","Study-18-0009","Study-18","13 week","INTRAGASTRIC","BW_D1","",195,"g",1,"","","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1416","Study-18-0009","Study-18","13 week","INTRAGASTRIC","BW_D14","",246,"g",14,"","","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1417","Study-18-0009","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.53,"mmol/l",30,"iBroker:Ca","SERUM","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1418","Study-18-0009","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",30,"iBroker:Na","SERUM","M",195,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1419","Study-18-0010","Study-18","13 week","INTRAGASTRIC","BW_D28","",334,"g",28,"","","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1420","Study-18-0010","Study-18","13 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",1.92,"mmol/l",30,"iBroker:P","SERUM","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1421","Study-18-0010","Study-18","13 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",30,"iBroker:Na","SERUM","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1422","Study-18-0010","Study-18","13 week","INTRAGASTRIC","BW_D14","",285,"g",14,"","","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1423","Study-18-0010","Study-18","13 week","INTRAGASTRIC","RBC","HEMATOLOGY",7.75,"T/l",30,"iBroker:ERY","PLASMA","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1424","Study-18-0010","Study-18","13 week","INTRAGASTRIC","BW_D1","",202,"g",1,"","","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1425","Study-18-0010","Study-18","13 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.64,"mmol/l",30,"iBroker:Ca","SERUM","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1426","Study-18-0010","Study-18","13 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.5,"mmol/l",30,"iBroker:K","SERUM","M",202,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1427","Study-19-0001","Study-19","4 week","ORAL","BW_D14","",266,"g",14,"","","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1428","Study-19-0001","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.43,"mmol/l",29,"iBroker:Ca","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1429","Study-19-0001","Study-19","4 week","ORAL","BW_D1","",218,"g",1,"","","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1430","Study-19-0001","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",4.9,"mmol/l",29,"iBroker:K","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1431","Study-19-0001","Study-19","4 week","ORAL","RBC","HEMATOLOGY",8.82,"T/l",29,"iBroker:ERY","PLASMA","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1432","Study-19-0001","Study-19","4 week","ORAL","BW_D28","",288,"g",28,"","","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1433","Study-19-0001","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",1.62,"mmol/l",29,"iBroker:P","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1434","Study-19-0001","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",29,"iBroker:Na","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1435","Study-19-0002","Study-19","4 week","ORAL","BW_D28","",327,"g",28,"","","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1436","Study-19-0002","Study-19","4 week","ORAL","BW_D1","",225,"g",1,"","","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1437","Study-19-0002","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",5,"mmol/l",29,"iBroker:K","SERUM","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1438","Study-19-0002","Study-19","4 week","ORAL","BW_D14","",290,"g",14,"","","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1439","Study-19-0002","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",29,"iBroker:Na","SERUM","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1440","Study-19-0002","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",2.2,"mmol/l",29,"iBroker:P","SERUM","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1441","Study-19-0002","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.49,"mmol/l",29,"iBroker:Ca","SERUM","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1442","Study-19-0002","Study-19","4 week","ORAL","RBC","HEMATOLOGY",8.59,"T/l",29,"iBroker:ERY","PLASMA","M",225,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1443","Study-19-0003","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",29,"iBroker:Na","SERUM","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1444","Study-19-0003","Study-19","4 week","ORAL","RBC","HEMATOLOGY",9.12,"T/l",29,"iBroker:ERY","PLASMA","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1445","Study-19-0003","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.47,"mmol/l",29,"iBroker:Ca","SERUM","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1446","Study-19-0003","Study-19","4 week","ORAL","BW_D14","",259,"g",14,"","","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1447","Study-19-0003","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",1.31,"mmol/l",29,"iBroker:P","SERUM","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1448","Study-19-0003","Study-19","4 week","ORAL","BW_D28","",279,"g",28,"","","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1449","Study-19-0003","Study-19","4 week","ORAL","BW_D1","",226,"g",1,"","","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1450","Study-19-0003","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",4.6,"mmol/l",29,"iBroker:K","SERUM","M",226,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1451","Study-19-0004","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",142,"mmol/l",29,"iBroker:Na","SERUM","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1452","Study-19-0004","Study-19","4 week","ORAL","BW_D1","",222,"g",1,"","","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1453","Study-19-0004","Study-19","4 week","ORAL","BW_D28","",314,"g",28,"","","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1454","Study-19-0004","Study-19","4 week","ORAL","RBC","HEMATOLOGY",8.33,"T/l",29,"iBroker:ERY","PLASMA","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1455","Study-19-0004","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.51,"mmol/l",29,"iBroker:Ca","SERUM","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1456","Study-19-0004","Study-19","4 week","ORAL","BW_D14","",287,"g",14,"","","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1457","Study-19-0004","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",5.3,"mmol/l",29,"iBroker:K","SERUM","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1458","Study-19-0004","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",1.56,"mmol/l",29,"iBroker:P","SERUM","M",222,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1459","Study-19-0005","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",29,"iBroker:Na","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1460","Study-19-0005","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",5.3,"mmol/l",29,"iBroker:K","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1461","Study-19-0005","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.53,"mmol/l",29,"iBroker:Ca","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1462","Study-19-0005","Study-19","4 week","ORAL","RBC","HEMATOLOGY",8.99,"T/l",29,"iBroker:ERY","PLASMA","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1463","Study-19-0005","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",1.61,"mmol/l",29,"iBroker:P","SERUM","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1464","Study-19-0005","Study-19","4 week","ORAL","BW_D28","",305,"g",28,"","","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1465","Study-19-0005","Study-19","4 week","ORAL","BW_D1","",224,"g",1,"","","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1466","Study-19-0005","Study-19","4 week","ORAL","BW_D14","",276,"g",14,"","","M",224,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1467","Study-19-0006","Study-19","4 week","ORAL","BW_D1","",201,"g",1,"","","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1468","Study-19-0006","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.47,"mmol/l",29,"iBroker:Ca","SERUM","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1469","Study-19-0006","Study-19","4 week","ORAL","BW_D28","",288,"g",28,"","","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1470","Study-19-0006","Study-19","4 week","ORAL","BW_D14","",251,"g",14,"","","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1471","Study-19-0006","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",5.1,"mmol/l",29,"iBroker:K","SERUM","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1472","Study-19-0006","Study-19","4 week","ORAL","RBC","HEMATOLOGY",8.73,"T/l",29,"iBroker:ERY","PLASMA","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1473","Study-19-0006","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",29,"iBroker:Na","SERUM","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1474","Study-19-0006","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",1.77,"mmol/l",29,"iBroker:P","SERUM","M",201,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1475","Study-19-0007","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.49,"mmol/l",29,"iBroker:Ca","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1476","Study-19-0007","Study-19","4 week","ORAL","RBC","HEMATOLOGY",8.49,"T/l",29,"iBroker:ERY","PLASMA","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1477","Study-19-0007","Study-19","4 week","ORAL","SODIUM","CLINICAL CHEMISTRY",143,"mmol/l",29,"iBroker:Na","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1478","Study-19-0007","Study-19","4 week","ORAL","PHOS","CLINICAL CHEMISTRY",2.09,"mmol/l",29,"iBroker:P","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1479","Study-19-0007","Study-19","4 week","ORAL","BW_D14","",272,"g",14,"","","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1480","Study-19-0007","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",5,"mmol/l",29,"iBroker:K","SERUM","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1481","Study-19-0007","Study-19","4 week","ORAL","BW_D1","",218,"g",1,"","","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1482","Study-19-0007","Study-19","4 week","ORAL","BW_D28","",306,"g",28,"","","M",218,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1483","Study-19-0008","Study-19","4 week","ORAL","CA","CLINICAL CHEMISTRY",2.44,"mmol/l",29,"iBroker:Ca","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
"1484","Study-19-0008","Study-19","4 week","ORAL","K","CLINICAL CHEMISTRY",5.1,"mmol/l",29,"iBroker:K","SERUM","M",206,"RAT","WISTAR HAN","Ethanol/KolliphorHS15/WaterfI",2017,8,"weeks","isoflurane"
