SEDTS_ID,DOSDUR,EXPSTDTC,GLPFL,GLPTYP,HOUSEGRP,ROUTE,SEXPOP,SNDCTVER,SNDIGVER,SPECIES,SPLANSUB,SPLRLOC,SPLRNAM,SPREFID,SSPONSOR,SSTYP,STCAT,STRAIN,STSTYP,TRMSAC,TRTV,TSTFLOC,DOSENDTC,DOSSTDTC,PDOSFRQ,SBSTRAIN,PLANFSUB,PLANMSUB,TOTANPCH,START_YEAR,MTHTRM
1511,14,2015-08-25,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"Sulzfeld,Germany",CHARLES RIVER,T102276-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1512,14,2010-05-25,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T8081612,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P15D"", ""P17D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1513,28,2015-10-06,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,96,"Sulzfeld,Germany",CHARLES RIVER,T102344-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P15D"", ""P30D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1514,,2015-11-03,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,164,"Sulzfeld,Germany",CHARLES RIVER,T102345-5,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,i.v. Short injection,"c(""P30D"", ""P9D"")",10%HPÎ²CYCLODEXTRIN,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1515,14,2015-09-22,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,64,"Sulzfeld,Germany",CHARLES RIVER,T102350-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P11D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1516,,2015-11-10,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"Sulzfeld,Germany",CHARLES RIVER,T102355-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P23D"", ""P31D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1517,14,2015-10-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,64,"Sulzfeld,Germany",CHARLES RIVER,T102356-7,Bayer AG,REPEAT DOSE,TOX,WISTAR,ORAL GAVAGE,"c(""P12D"", ""P15D"")",ETHANOL/KOLHS15/WATER (40/10/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1518,63,2015-10-06,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,60,"Sulzfeld,Germany",CHARLES RIVER,T102390-5,Bayer AG,REPEAT DOSE,TOX,ZUCKER,ORAL GAVAGE,P68D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1519,14,2015-10-06,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,18,"Sulzfeld,Germany",CHARLES RIVER,T102392-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P16D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1520,4,2015-11-12,N,N,SINGLE HOUSED,INTRAVENOUS,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,16,"Sulzfeld,Germany",CHARLES RIVER,T102430-0,Bayer AG,REPEAT DOSE,TOX,WISTAR,Continuous Infusion,P5D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1521,14,2015-10-27,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,64,"Sulzfeld,Germany",CHARLES RIVER,T102436-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P14D"", ""P16D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1522,,2015-11-17,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,28,"Sulzfeld,Germany",CHARLES RIVER,T102481-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P28D"", ""P8D"")",NMP/PEG300,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
1523,14,2011-07-15,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,70,"5961 Horst, Netherlands",HARLAN,T1079465,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,ORAL GAVAGE,P12D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1524,14,2012-05-16,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T7083637,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1525,28,2012-04-17,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherland",HARLAN,T7083376,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P29D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1526,14,2011-10-25,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,77,"AD Horst,Netherland",HARLAN,T7082746,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P14D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1527,28,2012-01-17,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"AD Horst,Netherland",HARLAN,T7082737,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P31D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1528,14,2010-08-11,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,18,"AD Horst,Netherland",HARLAN,T7082223,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P17D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1529,14,2010-07-14,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,42,"AD Horst,Netherland",HARLAN,T7081981,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1530,28,2010-02-02,N,N,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,72,"AD Horst,Netherland",HARLAN,T7081431,Bayer AG,JUVENILE,TOX,WISTAR WU,i.v. Short injection,P21D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1531,14,2010-04-27,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,84,"5961 Horst,Netherlands",HARLAN,T1081732,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,ORAL GAVAGE,"c(""P15D"", ""P19D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1532,91,2012-02-20,N,N,GROUP HOUSED,ORAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"AD Horst,Netherland",HARLAN,T6083366,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral via Diet,"c(""P71D"", ""P92D"")",SSNIFFR/M-HMEAL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1533,91,2011-12-14,N,N,GROUP HOUSED,ORAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"AD Horst,Netherland",HARLAN,T6083348,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral,"c(""P66D"", ""P91D"")",WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1534,14,2010-05-11,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,8,"Borchen,Germany",HARLAN WINKELMANN,T1081804,Bayer AG,REPEAT DOSE,TOX,BEAGLE,ORAL GAVAGE,P17D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1535,91,2011-09-07,N,N,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,80,"AD Horst,Netherland",HARLAN,T6083212,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral via Diet,P93D,PROVIMIKLIBA3883.G4.S15,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1536,28,2010-08-20,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,164,"AD Horst,Netherland",HARLAN,T1082227,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P30D"", ""P34D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1537,168,2011-04-29,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,224,"AD Horst,Netherland",HARLAN,T1082326,Bayer AG,,,WISTAR WU,Oral by Gavage,"c(""P184D"", ""P43D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1538,28,2011-10-10,N,N,GROUP HOUSED,ORAL,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,CAT,32,USA,LIBERTY RESEARCH,T1082416,Bayer AG,REPEAT DOSE,TOX,DOMESTIC,Oral,P29D,TRISBUFFER/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1539,14,2011-05-31,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T1082740,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P14D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1540,14,2012-03-23,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,110,"AD Horst,Netherland",HARLAN,T1083389,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P14D"", ""P18D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1541,21,2010-03-01,N,N,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,40,"Sulzfeld,Germany",CHARLES RIVER,T2079475,Bayer AG,,,WISTAR,Continuous Infusion,P18D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1542,,2010-09-21,N,N,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,576,"AD Horst,Netherland",HARLAN,T2081418,Bayer AG,,,WISTAR WU,i.v. Short injection,"c(""P29D"", ""P7D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1543,28,2010-01-12,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,171,"AD Horst,Netherland",HARLAN,T2081436,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P24D"", ""P31D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1544,14,2010-09-30,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,12,"AD Horst,Netherland",HARLAN,T2081995,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1546,10,2012-03-05,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,18,"AD Horst,Netherland",HARLAN,T2082796,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,REPEAT DOSE TOXICITY,P11D,CORNOIL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1548,28,2010-09-07,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,248,"AD Horst,Netherland",HARLAN,T3081969,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P30D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1549,182,2011-01-25,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,160,"AD Horst,Netherland",HARLAN,T3082111,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P183D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1550,14,2011-04-05,N,N,GROUP HOUSED,ORAL,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,CAT,12,USA,LIBERTY RESEARCH,T3082409,Bayer AG,REPEAT DOSE,TOX,DOMESTIC,Oral,P15D,,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1552,10,2011-11-15,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,6,"AD Horst,Netherland",HARLAN,T3082742,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P11D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1553,28,2011-09-28,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T3082760,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P30D"", ""P31D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1555,14,2011-05-11,N,N,GROUP HOUSED,DIETARY,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,15,"AD Horst,Netherland",HARLAN,T3083101,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral,P15D,PROVIMIKLIBA3883.G4.S15,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1556,14,2011-12-05,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T3083354,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,CORNOIL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1557,14,2012-03-20,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T3083390,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P15D"", ""P16D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1558,14,2011-11-22,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,82,"AD Horst,Netherland",HARLAN,T6082781,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1559,14,2012-03-09,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T3083516,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1560,14,2012-05-21,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T3084001,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1561,91,2010-04-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,226,"AD Horst,Netherland",HARLAN,T4080853,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P29D"", ""P72D"", ""P93D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1562,28,2010-07-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,124,"AD Horst,Netherland",HARLAN,T4081825,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P25D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1563,14,2010-11-02,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,116,"AD Horst,Netherland",HARLAN,T4081997,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,"c(""P16D"", ""P31D"", ""P7D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1565,28,2011-03-22,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,192,"AD Horst,Netherland",HARLAN,T4082428,Bayer AG,JUVENILE,TOX,WISTAR WU,Oral by Gavage,P29D,TYLOSE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1566,14,2012-05-30,N,N,SINGLE HOUSED,INTRAVENOUS,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,55,"Sulzfeld,Germany",CHARLES RIVER,T4082798,Bayer AG,REPEAT DOSE,TOX,,Continuous Infusion,P14D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1568,14,2011-12-06,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T4083355,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1569,14,2012-02-07,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T4083373,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1570,14,2011-05-06,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T5081457,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1571,91,2012-04-11,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,122,"AD Horst,Netherland",HARLAN,T5083383,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P72D"", ""P92D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1572,14,2012-03-09,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"AD Horst,Netherland",HARLAN,T5083518,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,CORNOIL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
1573,91,2010-12-16,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,178,"AD Horst,Netherland",HARLAN,T6081458,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P97D,TYLOSE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1574,28,2010-03-30,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,200,"AD Horst,Netherland",HARLAN,T6081610,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P29D,TYLOSE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
1575,28,2011-04-01,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,125,"AD Horst,Netherland",HARLAN,T6082321,Bayer AG,REPEAT DOSE,TOX,WISTAR WU,Oral by Gavage,P32D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1576,14,2011-04-26,N,N,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,408,"AD Horst,Netherland",HARLAN,T6082538,Bayer AG,JUVENILE,TOX,WISTAR WU,i.v. Short injection,P23D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
1581,28,2017-01-24,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,192,"Sulzfeld,Germany",CHARLES RIVER,T103112-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P22D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1582,91,2017-08-28,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,42,"Lyon Cedex 02,France",MARSHALL,T103563-8,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P92D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1583,28,2018-01-16,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,126,"Sulzfeld,Germany",CHARLES RIVER,T103678-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P22D"", ""P30D"")",PVPVA/VITAMINE/ACETATBUFFER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1584,28,2018-03-13,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,26,"Lyon Cedex 02,France",MARSHALL,T103845-1,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P29D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1585,7,2018-04-27,Y,Y,GROUP HOUSED,"c(""INTRAVENOUS"", ""ORAL GAVAGE"")",BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,148,"Sulzfeld,Germany",CHARLES RIVER,T103931-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P10D"", ""P8D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
